campaign_id,customer_id,campaign_name,campaign_date,channel,response,conversion,campaign_cost,attributed_revenue
CAMP_Threat_Intelligence_Demo_7508,CUST_0084,Threat_Intelligence_Demo,2022-09-13,Direct Mail,Clicked,False,402,0
CAMP_Threat_Intelligence_Demo_2599,CUST_0085,Threat_Intelligence_Demo,2023-02-26,Email,Clicked,False,381,0
CAMP_Q2_2024_Feature_Launch_6023,CUST_0085,Q2_2024_Feature_Launch,2022-12-12,Phone,No Response,False,209,0
CAMP_Email_Security_Webinar_Series_4981,CUST_0085,Email_Security_Webinar_Series,2023-01-26,Direct Mail,Clicked,False,123,0
CAMP_Renewal_Campaign_7567,CUST_0085,Renewal_Campaign,2022-12-21,LinkedIn,Opened,False,78,0
CAMP_Q1_2024_Security_Awareness_8575,CUST_0085,Q1_2024_Security_Awareness,2024-04-18,LinkedIn,Clicked,True,458,0
CAMP_Q1_2024_Security_Awareness_6457,CUST_0086,Q1_2024_Security_Awareness,2024-04-24,Webinar,Opened,False,231,0
CAMP_Q2_2024_Feature_Launch_7622,CUST_0087,Q2_2024_Feature_Launch,2023-03-22,LinkedIn,Opened,False,303,0
CAMP_Upsell_Enterprise_Features_5773,CUST_0090,Upsell_Enterprise_Features,2022-06-13,Direct Mail,Clicked,True,107,1526
CAMP_Q3_2024_Compliance_Focus_2388,CUST_0090,Q3_2024_Compliance_Focus,2023-07-06,Direct Mail,Opened,False,202,0
CAMP_Q2_2024_Feature_Launch_4688,CUST_0090,Q2_2024_Feature_Launch,2022-05-15,Webinar,Clicked,False,82,0
CAMP_Email_Security_Webinar_Series_9415,CUST_0092,Email_Security_Webinar_Series,2023-07-27,Phone,Opened,True,491,2685
CAMP_Q3_2024_Compliance_Focus_1594,CUST_0092,Q3_2024_Compliance_Focus,2023-11-26,Email,Opened,False,200,0
CAMP_Threat_Intelligence_Demo_7650,CUST_0092,Threat_Intelligence_Demo,2023-09-03,Direct Mail,Opened,False,390,2503
CAMP_Renewal_Campaign_9647,CUST_0093,Renewal_Campaign,2022-04-18,Phone,Opened,False,102,0
CAMP_Email_Security_Webinar_Series_5004,CUST_0093,Email_Security_Webinar_Series,2024-02-13,LinkedIn,Opened,False,222,0
CAMP_Archive_Upgrade_Campaign_7079,CUST_0094,Archive_Upgrade_Campaign,2023-04-27,Phone,Registered,False,234,0
CAMP_Q2_2024_Feature_Launch_3984,CUST_0096,Q2_2024_Feature_Launch,2022-09-02,Email,Clicked,False,138,0
CAMP_Threat_Intelligence_Demo_4637,CUST_0096,Threat_Intelligence_Demo,2024-02-01,Email,Clicked,True,416,157
CAMP_New_Customer_Onboarding_4277,CUST_0096,New_Customer_Onboarding,2023-07-09,Direct Mail,Registered,True,405,0
CAMP_New_Customer_Onboarding_5623,CUST_0097,New_Customer_Onboarding,2022-12-21,LinkedIn,No Response,False,300,4247
CAMP_Archive_Upgrade_Campaign_5875,CUST_0098,Archive_Upgrade_Campaign,2022-06-03,Email,Opened,False,447,0
CAMP_Email_Security_Webinar_Series_4414,CUST_0099,Email_Security_Webinar_Series,2023-05-15,LinkedIn,Opened,False,231,0
CAMP_Q2_2024_Feature_Launch_1666,CUST_0099,Q2_2024_Feature_Launch,2024-06-01,LinkedIn,Opened,False,463,0
CAMP_Q3_2024_Compliance_Focus_8846,CUST_0099,Q3_2024_Compliance_Focus,2023-11-15,LinkedIn,Clicked,False,153,0
CAMP_Q2_2024_Feature_Launch_3071,CUST_0100,Q2_2024_Feature_Launch,2022-01-10,Webinar,Clicked,False,499,385
CAMP_Q3_2024_Compliance_Focus_6972,CUST_0100,Q3_2024_Compliance_Focus,2022-12-07,Direct Mail,Clicked,False,347,0
CAMP_Email_Security_Webinar_Series_7508,CUST_0101,Email_Security_Webinar_Series,2022-07-09,Direct Mail,Opened,False,88,0
CAMP_Q1_2024_Security_Awareness_6015,CUST_0102,Q1_2024_Security_Awareness,2022-02-05,Webinar,Clicked,False,315,0
CAMP_Q2_2024_Feature_Launch_2822,CUST_0103,Q2_2024_Feature_Launch,2023-02-17,Webinar,No Response,False,492,0
CAMP_Threat_Intelligence_Demo_2699,CUST_0104,Threat_Intelligence_Demo,2023-01-17,Phone,Clicked,False,69,0
CAMP_Q3_2024_Compliance_Focus_2694,CUST_0106,Q3_2024_Compliance_Focus,2022-11-18,Email,Opened,False,478,0
CAMP_Upsell_Enterprise_Features_6945,CUST_0107,Upsell_Enterprise_Features,2022-10-08,Phone,No Response,False,153,0
CAMP_Q2_2024_Feature_Launch_3487,CUST_0107,Q2_2024_Feature_Launch,2024-01-28,LinkedIn,Opened,True,143,0
CAMP_Email_Security_Webinar_Series_9308,CUST_0108,Email_Security_Webinar_Series,2023-10-19,LinkedIn,No Response,False,382,0
CAMP_New_Customer_Onboarding_2185,CUST_0109,New_Customer_Onboarding,2024-01-27,Direct Mail,Clicked,False,274,0
CAMP_Upsell_Enterprise_Features_3697,CUST_0109,Upsell_Enterprise_Features,2023-08-30,Webinar,Registered,False,253,0
CAMP_Q3_2024_Compliance_Focus_2497,CUST_0109,Q3_2024_Compliance_Focus,2022-02-07,Phone,Clicked,False,184,0
CAMP_Email_Security_Webinar_Series_9801,CUST_0110,Email_Security_Webinar_Series,2024-02-08,Email,Opened,False,279,0
CAMP_Upsell_Enterprise_Features_4424,CUST_0110,Upsell_Enterprise_Features,2022-08-12,Email,Registered,False,306,0
CAMP_Upsell_Enterprise_Features_3307,CUST_0111,Upsell_Enterprise_Features,2022-05-20,Email,Clicked,False,454,0
CAMP_Email_Security_Webinar_Series_7909,CUST_0111,Email_Security_Webinar_Series,2023-07-28,Webinar,Opened,True,82,0
CAMP_Q3_2024_Compliance_Focus_1432,CUST_0111,Q3_2024_Compliance_Focus,2023-10-20,LinkedIn,Opened,False,347,0
CAMP_New_Customer_Onboarding_1483,CUST_0112,New_Customer_Onboarding,2024-05-24,Phone,Clicked,False,128,0
CAMP_Q1_2024_Security_Awareness_8881,CUST_0113,Q1_2024_Security_Awareness,2022-01-27,Phone,Opened,False,444,0
CAMP_Q2_2024_Feature_Launch_3956,CUST_0114,Q2_2024_Feature_Launch,2024-07-21,Phone,No Response,False,195,0
