customer_id,month,feature,active_users,total_seats,usage_percentage,feature_requests,login_frequency
CUST_0004,2023-02,API_Access,1,25,-3.6,1,19.0
CUST_0004,2023-02,Mobile_App,1,25,-5.4,0,7.9
CUST_0004,2023-02,Admin_Console,1,25,-4.3,1,22.4
CUST_0004,2023-03,Email_Security,1,25,3.7,0,7.6
CUST_0004,2023-03,Threat_Intelligence,1,25,5.8,0,24.5
CUST_0004,2023-03,Archive,1,25,3.5,0,12.6
CUST_0004,2023-03,Continuity,1,25,2.9,0,8.1
CUST_0004,2023-03,API_Access,1,25,4.9,0,19.1
CUST_0004,2023-03,Mobile_App,1,25,6.4,1,21.1
CUST_0004,2023-03,Admin_Console,1,25,2.7,1,22.3
CUST_0004,2023-04,Email_Security,2,25,9.1,1,17.3
CUST_0004,2023-04,Threat_Intelligence,3,25,15.9,1,11.8
CUST_0004,2023-04,Archive,2,25,11.3,0,5.1
CUST_0004,2023-04,Continuity,2,25,8.6,0,18.7
CUST_0004,2023-04,API_Access,3,25,14.1,0,19.0
CUST_0004,2023-04,Mobile_App,5,25,21.3,0,8.3
CUST_0004,2023-04,Admin_Console,5,25,21.1,0,21.3
CUST_0004,2023-05,Email_Security,9,25,36.8,1,19.1
CUST_0004,2023-05,Threat_Intelligence,5,25,20.1,0,15.0
CUST_0004,2023-05,Archive,4,25,16.8,1,22.8
CUST_0004,2023-05,Continuity,7,25,28.4,0,11.8
CUST_0004,2023-05,API_Access,7,25,30.4,0,19.9
CUST_0004,2023-05,Mobile_App,7,25,29.9,0,6.3
CUST_0004,2023-05,Admin_Console,6,25,25.3,1,15.0
CUST_0004,2023-06,Email_Security,5,25,22.7,0,24.3
CUST_0004,2023-06,Threat_Intelligence,6,25,24.9,2,15.5
CUST_0004,2023-06,Archive,9,25,37.0,1,14.7
CUST_0004,2023-06,Continuity,7,25,29.3,0,15.9
CUST_0004,2023-06,API_Access,11,25,47.6,0,6.3
CUST_0004,2023-06,Mobile_App,9,25,36.1,0,12.7
CUST_0004,2023-06,Admin_Console,5,25,20.4,0,19.6
CUST_0004,2023-07,Email_Security,13,25,54.3,1,10.1
CUST_0004,2023-07,Threat_Intelligence,12,25,51.8,0,13.0
CUST_0004,2023-07,Archive,10,25,43.9,0,24.6
CUST_0004,2023-07,Continuity,12,25,49.8,1,24.4
CUST_0004,2023-07,API_Access,16,25,66.6,0,12.8
CUST_0004,2023-07,Mobile_App,14,25,56.8,0,11.5
CUST_0004,2023-07,Admin_Console,10,25,42.1,0,13.9
CUST_0004,2023-08,Email_Security,10,25,42.8,2,20.5
CUST_0004,2023-08,Threat_Intelligence,12,25,49.4,2,22.7
CUST_0004,2023-08,Archive,14,25,58.0,0,24.4
CUST_0004,2023-08,Continuity,18,25,75.5,0,22.2
CUST_0004,2023-08,API_Access,13,25,52.6,0,9.0
CUST_0004,2023-08,Mobile_App,18,25,72.6,1,6.0
CUST_0004,2023-08,Admin_Console,14,25,58.1,0,16.5
CUST_0004,2023-09,Email_Security,9,25,38.4,0,6.7
CUST_0004,2023-09,Threat_Intelligence,13,25,54.0,1,5.1
CUST_0004,2023-09,Archive,13,25,55.1,2,12.1
CUST_0004,2023-09,Continuity,12,25,49.1,1,14.0
CUST_0004,2023-09,API_Access,15,25,60.4,1,24.0
CUST_0004,2023-09,Mobile_App,12,25,49.8,1,18.3
CUST_0004,2023-09,Admin_Console,15,25,61.4,2,13.0
CUST_0004,2023-10,Email_Security,12,25,49.7,1,20.2
CUST_0004,2023-10,Threat_Intelligence,20,25,83.3,0,12.0
CUST_0004,2023-10,Archive,22,25,89.5,0,8.4
CUST_0004,2023-10,Continuity,14,25,58.2,2,10.5
CUST_0004,2023-10,API_Access,7,25,30.4,0,12.7
CUST_0004,2023-10,Mobile_App,14,25,56.8,1,15.4
CUST_0004,2023-10,Admin_Console,19,25,78.6,1,21.2
CUST_0004,2023-11,Email_Security,20,25,81.4,2,10.8
CUST_0004,2023-11,Threat_Intelligence,8,25,33.4,1,6.4
CUST_0004,2023-11,Archive,13,25,53.0,2,10.1
CUST_0004,2023-11,Continuity,9,25,36.4,2,8.5
CUST_0004,2023-11,API_Access,11,25,45.4,0,11.1
CUST_0004,2023-11,Mobile_App,8,25,34.1,1,15.2
CUST_0004,2023-11,Admin_Console,16,25,66.7,2,23.7
CUST_0004,2023-12,Email_Security,7,25,30.3,1,21.0
CUST_0004,2023-12,Threat_Intelligence,19,25,80.0,0,9.0
CUST_0004,2023-12,Archive,13,25,54.4,0,15.7
CUST_0004,2023-12,Continuity,13,25,55.5,0,15.3
CUST_0004,2023-12,API_Access,11,25,44.0,0,11.4
CUST_0004,2023-12,Mobile_App,14,25,58.2,0,5.8
CUST_0004,2023-12,Admin_Console,8,25,33.8,1,5.4
CUST_0004,2024-01,Email_Security,11,25,44.7,0,8.9
CUST_0004,2024-01,Threat_Intelligence,20,25,82.9,0,11.0
CUST_0004,2024-01,Archive,21,25,86.2,0,8.1
CUST_0004,2024-01,Continuity,10,25,42.7,0,17.9
CUST_0004,2024-01,API_Access,8,25,33.6,0,5.9
CUST_0004,2024-01,Mobile_App,17,25,71.6,0,19.6
CUST_0004,2024-01,Admin_Console,15,25,62.4,1,19.7
CUST_0004,2024-02,Email_Security,10,25,43.4,0,24.7
CUST_0004,2024-02,Threat_Intelligence,19,25,76.6,0,10.6
CUST_0004,2024-02,Archive,8,25,34.1,1,10.4
CUST_0004,2024-02,Continuity,16,25,64.7,0,16.7
CUST_0004,2024-02,API_Access,13,25,56.0,0,6.3
CUST_0004,2024-02,Mobile_App,16,25,66.4,0,16.9
CUST_0004,2024-02,Admin_Console,20,25,82.1,0,23.4
CUST_0004,2024-03,Email_Security,20,25,83.7,0,22.6
CUST_0004,2024-03,Threat_Intelligence,9,25,38.1,0,10.5
CUST_0004,2024-03,Archive,22,25,89.4,0,16.1
CUST_0004,2024-03,Continuity,9,25,36.6,1,12.3
CUST_0004,2024-03,API_Access,16,25,66.6,1,15.5
CUST_0004,2024-03,Mobile_App,11,25,47.9,1,23.3
CUST_0004,2024-03,Admin_Console,14,25,57.8,0,12.1
CUST_0004,2024-04,Email_Security,19,25,76.2,0,20.0
CUST_0004,2024-04,Threat_Intelligence,14,25,59.5,1,24.8
CUST_0004,2024-04,Archive,22,25,88.4,0,5.3
CUST_0004,2024-04,Continuity,12,25,49.3,1,17.8
CUST_0004,2024-04,API_Access,21,25,87.2,1,16.5
CUST_0004,2024-04,Mobile_App,17,25,70.6,0,22.8
CUST_0004,2024-04,Admin_Console,16,25,65.1,0,17.6
CUST_0004,2024-05,Email_Security,15,25,62.9,0,7.8
CUST_0004,2024-05,Threat_Intelligence,22,25,89.0,0,5.0
CUST_0004,2024-05,Archive,18,25,73.0,0,10.0
CUST_0004,2024-05,Continuity,9,25,38.8,1,22.4
CUST_0004,2024-05,API_Access,20,25,81.4,0,21.0
CUST_0004,2024-05,Mobile_App,22,25,88.2,1,12.1
CUST_0004,2024-05,Admin_Console,15,25,61.8,0,24.5
CUST_0004,2024-06,Email_Security,9,25,38.4,0,15.4
CUST_0004,2024-06,Threat_Intelligence,16,25,66.6,0,22.4
CUST_0004,2024-06,Archive,14,25,58.1,0,21.9
CUST_0004,2024-06,Continuity,9,25,39.2,1,9.5
CUST_0004,2024-06,API_Access,15,25,63.8,0,13.8
CUST_0004,2024-06,Mobile_App,14,25,57.6,1,10.7
CUST_0004,2024-06,Admin_Console,14,25,56.2,0,12.3
CUST_0005,2023-07,Email_Security,1,25,-4.3,0,24.0
CUST_0005,2023-07,Threat_Intelligence,1,25,-5.8,1,6.3
CUST_0005,2023-07,Archive,1,25,-7.0,1,19.8
CUST_0005,2023-07,Continuity,1,25,-7.5,0,18.7
CUST_0005,2023-07,API_Access,1,25,-6.1,1,9.0
CUST_0005,2023-07,Mobile_App,1,25,-5.0,0,20.1
CUST_0005,2023-07,Admin_Console,1,25,-3.1,2,17.1
CUST_0005,2023-08,Email_Security,1,25,6.9,0,15.4
CUST_0005,2023-08,Threat_Intelligence,1,25,4.8,1,15.3
CUST_0005,2023-08,Archive,1,25,7.7,2,7.1
CUST_0005,2023-08,Continuity,1,25,4.9,0,9.9
CUST_0005,2023-08,API_Access,1,25,6.8,1,8.4
CUST_0005,2023-08,Mobile_App,1,25,7.4,1,5.6
CUST_0005,2023-08,Admin_Console,1,25,6.1,1,19.5
CUST_0005,2023-09,Email_Security,3,25,13.7,1,17.5
CUST_0005,2023-09,Threat_Intelligence,3,25,12.2,0,14.2
CUST_0005,2023-09,Archive,5,25,21.0,0,10.9
CUST_0005,2023-09,Continuity,3,25,15.9,2,7.0
CUST_0005,2023-09,API_Access,5,25,23.2,0,8.8
CUST_0005,2023-09,Mobile_App,1,25,7.9,0,13.1
CUST_0005,2023-09,Admin_Console,5,25,21.0,1,9.3
CUST_0005,2023-10,Email_Security,9,25,37.6,0,23.3
CUST_0005,2023-10,Threat_Intelligence,3,25,15.1,0,6.8
CUST_0005,2023-10,Archive,8,25,33.7,0,23.5
CUST_0005,2023-10,Continuity,8,25,33.3,0,6.8
CUST_0005,2023-10,API_Access,6,25,26.7,0,8.0
CUST_0005,2023-10,Mobile_App,8,25,32.8,1,22.7
CUST_0005,2023-10,Admin_Console,8,25,34.0,1,21.4
CUST_0005,2023-11,Email_Security,9,25,38.3,0,13.3
CUST_0005,2023-11,Threat_Intelligence,9,25,37.8,1,21.7
CUST_0005,2023-11,Archive,12,25,51.6,1,23.6
CUST_0005,2023-11,Continuity,6,25,26.5,0,14.2
CUST_0005,2023-11,API_Access,5,25,23.2,1,18.1
CUST_0005,2023-11,Mobile_App,5,25,22.3,0,17.5
CUST_0005,2023-11,Admin_Console,13,25,52.1,0,5.5
CUST_0005,2023-12,Email_Security,7,25,30.0,0,8.4
CUST_0005,2023-12,Threat_Intelligence,11,25,44.7,1,21.6
CUST_0005,2023-12,Archive,6,25,25.6,0,19.2
CUST_0005,2023-12,Continuity,14,25,59.6,0,24.6
CUST_0005,2023-12,API_Access,9,25,37.6,0,10.5
CUST_0005,2023-12,Mobile_App,14,25,59.8,0,15.8
CUST_0005,2023-12,Admin_Console,13,25,52.3,0,6.1
CUST_0005,2024-01,Email_Security,19,25,78.2,0,10.6
CUST_0005,2024-01,Threat_Intelligence,13,25,54.4,1,13.9
CUST_0005,2024-01,Archive,11,25,46.4,0,10.2
CUST_0005,2024-01,Continuity,15,25,63.5,1,13.9
CUST_0005,2024-01,API_Access,14,25,56.1,0,11.3
CUST_0005,2024-01,Mobile_App,15,25,61.6,0,6.5
CUST_0005,2024-01,Admin_Console,18,25,74.3,0,22.3
CUST_0005,2024-02,Email_Security,15,25,62.4,2,18.7
CUST_0005,2024-02,Threat_Intelligence,20,25,80.6,0,20.0
CUST_0005,2024-02,Archive,14,25,57.8,1,6.3
CUST_0005,2024-02,Continuity,16,25,65.0,0,11.4
CUST_0005,2024-02,API_Access,16,25,66.2,0,16.2
CUST_0005,2024-02,Mobile_App,12,25,48.1,1,15.2
CUST_0005,2024-02,Admin_Console,16,25,66.5,1,19.2
CUST_0005,2024-03,Email_Security,13,25,53.4,0,13.1
CUST_0005,2024-03,Threat_Intelligence,15,25,63.0,0,15.1
CUST_0005,2024-03,Archive,15,25,63.0,0,13.9
CUST_0005,2024-03,Continuity,10,25,42.3,1,5.5
CUST_0005,2024-03,API_Access,9,25,39.3,1,5.3
CUST_0005,2024-03,Mobile_App,14,25,58.7,1,6.6
CUST_0005,2024-03,Admin_Console,11,25,44.3,0,13.0
CUST_0005,2024-04,Email_Security,9,25,36.5,0,7.3
CUST_0005,2024-04,Threat_Intelligence,16,25,67.9,2,18.4
CUST_0005,2024-04,Archive,7,25,31.7,1,22.0
CUST_0005,2024-04,Continuity,18,25,74.3,1,15.9
CUST_0005,2024-04,API_Access,19,25,78.4,1,7.0
CUST_0005,2024-04,Mobile_App,21,25,85.7,2,17.9
CUST_0005,2024-04,Admin_Console,15,25,62.4,0,17.9
CUST_0005,2024-05,Email_Security,20,25,80.8,0,20.7
CUST_0005,2024-05,Threat_Intelligence,8,25,35.9,0,20.3
CUST_0005,2024-05,Archive,19,25,78.9,0,5.5
CUST_0005,2024-05,Continuity,19,25,79.7,0,5.1
CUST_0005,2024-05,API_Access,13,25,54.1,1,19.3
CUST_0005,2024-05,Mobile_App,20,25,81.0,0,16.9
CUST_0005,2024-05,Admin_Console,20,25,82.4,0,5.9
CUST_0005,2024-06,Email_Security,16,25,65.2,0,9.4
CUST_0005,2024-06,Threat_Intelligence,19,25,76.8,0,16.8
CUST_0005,2024-06,Archive,9,25,38.6,0,16.1
CUST_0005,2024-06,Continuity,20,25,83.6,1,9.5
CUST_0005,2024-06,API_Access,21,25,84.3,2,15.2
CUST_0005,2024-06,Mobile_App,21,25,85.8,1,13.7
CUST_0005,2024-06,Admin_Console,12,25,48.2,1,23.0
CUST_0007,2022-04,Email_Security,1,5,-9.5,3,9.9
CUST_0007,2022-04,Threat_Intelligence,1,5,-5.4,0,13.4
CUST_0007,2022-04,Archive,1,5,-5.5,0,15.2
CUST_0007,2022-04,Continuity,1,5,-6.1,0,15.4
CUST_0007,2022-04,API_Access,1,5,-8.2,0,9.5
CUST_0007,2022-04,Mobile_App,1,5,-9.8,1,11.8
CUST_0007,2022-04,Admin_Console,1,5,-7.9,2,5.3
CUST_0007,2022-05,Email_Security,1,5,3.3,0,9.7
CUST_0007,2022-05,Threat_Intelligence,1,5,2.0,2,8.4
CUST_0007,2022-05,Archive,1,5,4.4,0,23.0
CUST_0007,2022-05,Continuity,1,5,2.4,1,11.5
CUST_0007,2022-05,API_Access,1,5,2.8,0,5.9
CUST_0007,2022-05,Mobile_App,1,5,4.5,0,11.4
CUST_0007,2022-05,Admin_Console,1,5,3.9,0,5.7
CUST_0007,2022-06,Email_Security,1,5,8.6,0,6.9
CUST_0007,2022-06,Threat_Intelligence,1,5,13.4,0,17.1
CUST_0007,2022-06,Archive,1,5,18.8,0,9.5
CUST_0007,2022-06,Continuity,1,5,10.6,0,21.4
CUST_0007,2022-06,API_Access,1,5,10.4,1,11.2
CUST_0007,2022-06,Mobile_App,1,5,20.3,1,15.7
CUST_0007,2022-06,Admin_Console,1,5,8.3,0,6.5
CUST_0007,2022-07,Email_Security,1,5,13.3,0,22.8
CUST_0007,2022-07,Threat_Intelligence,1,5,34.3,0,18.0
CUST_0007,2022-07,Archive,1,5,28.4,0,20.1
CUST_0007,2022-07,Continuity,1,5,34.0,1,24.6
CUST_0007,2022-07,API_Access,1,5,30.6,1,22.0
CUST_0007,2022-07,Mobile_App,1,5,16.5,0,15.7
CUST_0007,2022-07,Admin_Console,1,5,22.3,0,11.5
CUST_0007,2022-08,Email_Security,2,5,42.5,1,21.4
CUST_0007,2022-08,Threat_Intelligence,2,5,43.4,0,17.0
CUST_0007,2022-08,Archive,2,5,42.3,1,16.7
CUST_0007,2022-08,Continuity,1,5,31.9,2,22.5
CUST_0007,2022-08,API_Access,1,5,38.0,0,15.8
CUST_0007,2022-08,Mobile_App,2,5,46.7,0,7.8
CUST_0007,2022-08,Admin_Console,1,5,38.7,0,11.1
CUST_0007,2022-09,Email_Security,2,5,56.7,0,10.3
CUST_0007,2022-09,Threat_Intelligence,2,5,41.1,1,10.8
CUST_0007,2022-09,Archive,2,5,40.4,0,14.5
CUST_0007,2022-09,Continuity,2,5,58.1,2,5.5
CUST_0007,2022-09,API_Access,2,5,55.9,0,9.6
CUST_0007,2022-09,Mobile_App,2,5,56.4,1,19.5
CUST_0007,2022-09,Admin_Console,2,5,41.1,0,11.0
CUST_0007,2022-10,Email_Security,1,5,28.3,0,13.6
CUST_0007,2022-10,Threat_Intelligence,3,5,78.1,1,17.3
CUST_0007,2022-10,Archive,2,5,53.2,0,20.2
CUST_0007,2022-10,Continuity,2,5,54.7,0,9.2
CUST_0007,2022-10,API_Access,1,5,33.6,0,16.6
CUST_0007,2022-10,Mobile_App,2,5,54.2,2,14.1
CUST_0007,2022-10,Admin_Console,3,5,77.0,0,17.0
CUST_0007,2022-11,Email_Security,3,5,72.2,0,7.9
CUST_0007,2022-11,Threat_Intelligence,2,5,56.4,0,7.1
CUST_0007,2022-11,Archive,2,5,53.6,0,16.2
